Date,caf_total_portions_prepared,caf_total_portions_sold,caf_total_waste_portions,caf_avg_waste_pct,caf_total_revenue_ugx,caf_total_ingredient_cost_ugx,caf_total_waste_cost_ugx,caf_total_gross_profit_ugx,caf_posho_flour_kg,caf_beans_kg,caf_cooking_oil_l,caf_matooke_kg,caf_groundnuts_kg,caf_rice_kg,caf_chicken_kg,caf_offal_kg,caf_onions_kg,caf_irish_potatoes_kg,caf_eggs_units,caf_wheat_flour_kg,caf_cabbage_kg,caf_tomatoes_kg,caf_meals_offered,kiosk_total_transactions,kiosk_total_revenue_ugx,kiosk_avg_transaction_ugx,kiosk_items_sold,kiosk_cash_pct,kiosk_momo_pct,kiosk_airtel_pct,kiosk_discounted_txns,kiosk_peak_hour,kiosk_near_lecture_sales,kiosk_sold_biscuits_packet,kiosk_sold_chapati,kiosk_sold_groundnuts_packet,kiosk_sold_juice_splash,kiosk_sold_mandazi_2_pcs,kiosk_sold_rolex,kiosk_sold_samosa_2_pcs,kiosk_sold_soda,kiosk_sold_water_bottle,kiosk_rev_africa_hall_kiosk,kiosk_rev_education_block_kiosk,kiosk_rev_engineering_block_kiosk,kiosk_rev_freedom_square_kiosk,kiosk_rev_main_gate_kiosk,kiosk_rev_mitchell_hall_kiosk,kiosk_rev_senate_building_kiosk,Day_of_Week,Academic_Period,Is_Weekend,caf_rolex_portions,kiosk_rolex_units,total_campus_revenue_ugx,campus_gross_margin_pct,total_portions_served,revenue_per_portion_ugx,waste_cost_pct_of_revenue,ingredient_cost_ratio,kiosk_revenue_share_pct,demand_fulfilment_rate_pct,procurement_efficiency,total_rolex_demand,rolex_egg_demand_units,rolex_wheat_flour_demand_kg,demand_vs_avg_pct
2024-06-25,330,275,55,17.183333333333334,1012000.0,568940.0,95240.0,443060.0,18.5,11.1,8.4,34.8,5.9,8.6,7.7,4.8,1.6,14.7,143,9.6,4.0,3.2,6,53,55100.0,1039.622641509434,53,67.9,18.9,13.2,53,13,5,3,7,6,4,10,7,8,7,1,5850.0,6400.0,5900.0,12200.0,9900.0,9400.0,5450.0,Tuesday,Sem_Break,False,65,7.0,1067100.0,41.52,328,3253.0,8.93,56.22,5.16,83.33,83.33,72.0,72,3.6,29.3
2024-06-26,317,281,36,11.016666666666666,1064000.0,563950.0,61700.0,500050.0,15.8,9.4,8.1,35.9,6.1,9.6,8.6,5.0,1.7,13.6,131,8.8,3.7,2.9,6,49,49850.0,1017.3469387755102,49,57.1,30.6,12.2,49,13,4,3,6,4,3,7,7,13,4,2,7000.0,8000.0,7950.0,5500.0,8600.0,6200.0,6600.0,Wednesday,Sem_Break,False,64,7.0,1113850.0,44.89,330,3375.0,5.54,53.0,4.48,88.64,88.64,71.0,71,3.55,30.1
2024-06-27,327,283,44,12.5,1049500.0,562220.0,72770.0,487280.0,16.2,9.8,8.1,35.4,5.8,8.4,7.6,5.2,1.8,15.0,148,10.1,4.2,3.4,6,47,51500.0,1095.7446808510638,47,63.8,27.7,8.5,47,12,9,3,4,4,4,3,9,11,2,7,12700.0,4250.0,8800.0,8300.0,3300.0,8050.0,6100.0,Thursday,Sem_Break,False,70,9.0,1101000.0,44.26,330,3336.0,6.61,53.57,4.68,86.54,86.54,79.0,79,3.95,30.1
2024-06-28,273,247,26,8.9,908000.0,463350.0,40220.0,444650.0,15.2,9.2,6.6,28.5,4.5,6.6,5.9,4.5,1.5,12.2,121,8.3,3.5,2.8,6,52,63500.0,1221.1538461538462,52,63.5,23.1,13.5,52,10,9,5,2,3,7,8,10,5,7,5,10000.0,7700.0,10000.0,12000.0,5400.0,7600.0,10800.0,Friday,Sem_Break,False,62,10.0,971500.0,45.77,299,3249.0,4.14,51.03,6.54,90.48,90.48,72.0,72,3.6,17.9
2024-06-29,89,72,17,19.25,271000.0,156300.0,28430.0,114700.0,4.8,2.9,2.3,9.1,1.5,2.6,2.3,1.3,0.5,4.2,39,2.5,1.1,0.8,6,9,9800.0,1088.888888888889,9,66.7,22.2,11.1,9,15,0,0,1,1,0,2,2,0,1,2,900.0,4400.0,800.0,400.0,900.0,600.0,1800.0,Saturday,Sem_Break,True,16,2.0,280800.0,40.85,81,3467.0,10.12,57.68,3.49,80.9,80.9,18.0,18,0.9,-68.1
2024-06-30,96,82,14,16.51666666666667,297000.0,163370.0,24610.0,133630.0,5.5,3.3,2.3,10.2,1.6,2.4,2.2,1.6,0.6,3.8,40,2.9,1.2,1.0,6,10,12100.0,1210.0,10,70.0,30.0,0.0,10,10,0,0,0,2,0,1,2,3,2,0,1300.0,1800.0,3200.0,2200.0,1300.0,1900.0,400.0,Sunday,Sem_Break,True,22,2.0,309100.0,43.23,92,3360.0,7.96,55.01,3.91,85.42,85.42,24.0,24,1.2,-63.7
2024-07-01,313,273,40,13.233333333333334,1006000.0,537060.0,65050.0,468940.0,16.5,9.9,7.5,33.0,5.1,8.4,7.6,5.4,1.8,12.9,137,9.7,4.0,3.2,6,56,64350.0,1149.107142857143,56,69.6,21.4,8.9,56,9,5,2,6,5,4,11,14,9,4,1,7900.0,9500.0,6450.0,9200.0,13100.0,9600.0,8600.0,Monday,Sem_Break,False,75,14.0,1070350.0,43.81,329,3253.0,6.08,53.39,6.01,87.22,87.22,89.0,89,4.45,29.7
2024-07-02,331,297,34,10.200000000000001,1088000.0,569920.0,62540.0,518080.0,18.0,10.8,7.9,33.6,5.0,9.2,8.3,5.8,2.0,14.0,144,10.1,4.2,3.4,6,53,48750.0,919.811320754717,53,66.0,18.9,15.1,53,8,6,3,6,5,5,10,5,11,4,4,7800.0,6250.0,7750.0,6000.0,7400.0,5200.0,8350.0,Tuesday,Sem_Break,False,76,5.0,1136750.0,45.58,350,3248.0,5.5,52.38,4.29,89.73,89.73,81.0,81,4.05,38.0
2024-07-03,317,264,53,16.233333333333334,987500.0,554420.0,90440.0,433080.0,16.0,9.6,8.2,36.2,6.0,8.4,7.6,5.2,1.8,15.0,137,8.8,3.7,2.9,6,56,63300.0,1130.357142857143,56,48.2,26.8,25.0,56,10,10,4,5,6,9,11,11,3,4,3,6200.0,8800.0,11500.0,6300.0,10100.0,10300.0,10100.0,Wednesday,Sem_Break,False,59,11.0,1050800.0,41.21,320,3284.0,8.61,56.14,6.02,83.28,83.28,70.0,70,3.5,26.2
2024-07-04,341,307,34,10.6,1133000.0,588000.0,57100.0,545000.0,18.8,11.2,8.4,34.8,5.3,9.4,8.5,5.8,2.0,14.7,148,10.2,4.2,3.4,6,54,52450.0,971.2962962962963,54,57.4,33.3,9.3,54,12,8,8,5,7,5,5,4,13,6,1,9100.0,5350.0,3800.0,8000.0,7550.0,9800.0,8850.0,Thursday,Sem_Break,False,78,4.0,1185450.0,45.97,361,3284.0,4.82,51.9,4.42,90.03,90.03,82.0,82,4.1,42.4
2024-07-05,277,242,35,12.666666666666666,905000.0,479350.0,52800.0,425650.0,15.5,9.3,6.6,27.0,4.4,8.2,7.4,4.0,1.4,10.8,118,8.6,3.6,2.9,6,50,60200.0,1204.0,50,64.0,32.0,4.0,50,16,7,4,7,3,4,6,11,5,5,5,7400.0,9600.0,11600.0,6300.0,8700.0,9000.0,7600.0,Friday,Sem_Break,False,59,11.0,965200.0,44.1,292,3305.0,5.47,52.97,6.24,87.36,87.36,70.0,70,3.5,15.1
2024-07-06,97,86,11,12.216666666666669,315500.0,167530.0,20450.0,147970.0,5.2,3.1,2.4,10.3,1.7,2.6,2.3,1.5,0.5,4.2,42,2.9,1.2,1.0,6,9,7800.0,866.6666666666666,9,77.8,22.2,0.0,9,9,0,0,0,0,1,5,1,1,1,0,200.0,2300.0,2200.0,400.0,400.0,2100.0,200.0,Saturday,Sem_Break,True,22,1.0,323300.0,45.77,95,3403.0,6.33,53.1,2.41,88.66,88.66,23.0,23,1.15,-62.5
2024-07-07,92,78,14,16.5,288000.0,159150.0,24280.0,128850.0,4.8,2.9,2.3,9.1,1.5,2.6,2.3,1.3,0.5,4.2,42,2.9,1.2,1.0,6,11,12400.0,1127.2727272727273,11,63.6,27.3,9.1,11,14,0,1,2,0,1,3,3,1,0,0,900.0,200.0,3200.0,3300.0,2200.0,2400.0,200.0,Sunday,Sem_Break,True,22,3.0,300400.0,42.89,89,3375.0,8.08,55.26,4.13,84.78,84.78,25.0,25,1.25,-64.9
2024-07-08,334,278,56,17.400000000000002,1013000.0,571350.0,99460.0,441650.0,17.8,10.7,8.1,34.5,5.4,8.8,7.9,5.5,1.9,14.3,149,10.4,4.4,3.5,6,47,52350.0,1113.8297872340424,47,66.0,29.8,4.3,47,12,9,2,8,4,3,5,7,8,6,4,6800.0,5250.0,6200.0,9000.0,7800.0,10300.0,7000.0,Monday,Sem_Break,False,74,7.0,1065350.0,41.46,325,3278.0,9.34,56.4,4.91,83.23,83.23,81.0,81,4.05,28.2
2024-07-09,324,281,43,12.683333333333332,1052500.0,569020.0,74890.0,483480.0,16.8,10.0,8.2,33.4,5.3,9.6,8.6,5.2,1.8,15.0,142,9.4,3.9,3.1,6,51,53050.0,1040.1960784313726,51,72.5,23.5,3.9,51,16,5,3,9,5,3,10,8,5,6,2,6600.0,6850.0,7300.0,7900.0,6000.0,8900.0,9500.0,Tuesday,Sem_Break,False,67,8.0,1105550.0,43.73,332,3330.0,6.77,54.06,4.8,86.73,86.73,75.0,75,3.75,30.9
2024-07-10,333,275,58,17.783333333333335,1008500.0,577920.0,106560.0,430580.0,18.0,10.8,8.2,35.4,5.7,9.2,8.3,5.4,1.8,14.3,143,9.7,4.0,3.2,6,55,57550.0,1046.3636363636363,55,63.6,25.5,10.9,55,16,13,2,9,4,4,9,10,9,3,5,8900.0,9600.0,8650.0,8200.0,7100.0,9300.0,5800.0,Wednesday,Sem_Break,False,72,10.0,1066050.0,40.39,330,3230.0,10.0,57.3,5.4,82.58,82.58,82.0,82,4.1,30.1
2024-07-11,323,288,35,12.033333333333333,1051000.0,550440.0,58780.0,500560.0,17.5,10.5,7.6,35.0,5.7,8.2,7.4,5.2,1.8,12.6,138,10.1,4.2,3.4,6,54,67850.0,1256.4814814814815,54,59.3,29.6,11.1,54,8,14,2,6,7,4,7,17,5,3,3,13000.0,10100.0,8500.0,9500.0,11500.0,3800.0,11450.0,Thursday,Sem_Break,False,77,17.0,1118850.0,44.74,342,3271.0,5.25,52.37,6.06,89.16,89.16,94.0,94,4.7,34.9
2024-07-12,281,248,33,12.783333333333333,897500.0,478100.0,62220.0,419400.0,15.5,9.3,6.7,28.6,4.7,7.2,6.5,4.2,1.4,11.9,125,8.9,3.7,3.0,6,55,58900.0,1070.909090909091,55,63.6,20.0,16.4,55,11,7,4,10,4,7,8,9,8,3,2,9300.0,9500.0,7950.0,9200.0,7050.0,6500.0,9400.0,Friday,Sem_Break,False,71,9.0,956400.0,43.85,303,3156.0,6.51,53.27,6.16,88.26,88.26,80.0,80,4.0,19.5
2024-07-13,95,80,15,15.983333333333334,295500.0,164010.0,25590.0,131490.0,5.2,3.1,2.4,10.6,1.7,2.4,2.2,1.6,0.6,4.2,40,2.6,1.1,0.9,6,9,9350.0,1038.888888888889,9,66.7,22.2,11.1,9,12,0,0,1,1,0,1,1,3,2,0,1900.0,2200.0,900.0,800.0,1900.0,400.0,1250.0,Saturday,Sem_Break,True,18,1.0,304850.0,43.13,89,3425.0,8.39,55.5,3.07,84.21,84.21,19.0,19,0.95,-64.9
2024-07-14,93,80,13,14.1,290500.0,157940.0,22710.0,132560.0,5.0,3.0,2.2,9.5,1.5,2.4,2.2,1.5,0.5,3.8,41,3.0,1.2,1.0,6,9,6800.0,755.5555555555555,9,88.9,11.1,0.0,9,17,0,2,1,2,0,2,0,1,1,0,400.0,800.0,400.0,900.0,1100.0,1300.0,1900.0,Sunday,Sem_Break,True,23,0.0,297300.0,44.59,89,3340.0,7.64,54.37,2.29,86.02,86.02,23.0,23,1.15,-64.9
2024-07-15,320,276,44,13.6,1005000.0,545420.0,78370.0,459580.0,16.2,9.8,7.6000000000000005,34.9,5.5,8.0,7.2,5.5,1.9,13.6,142,10.1,4.2,3.4,6,55,69300.0,1260.0,55,54.5,27.3,18.2,55,9,5,3,7,4,2,7,17,9,4,2,9600.0,11450.0,9350.0,7100.0,8000.0,13400.0,10400.0,Monday,Sem_Break,False,68,17.0,1074300.0,42.78,331,3246.0,7.29,54.27,6.45,86.25,86.25,85.0,85,4.25,30.5
2024-07-16,333,275,58,17.566666666666666,1015000.0,577530.0,101460.0,437470.0,17.8,10.7,8.0,34.4,5.8,9.6,8.6,4.8,1.6,13.3,143,10.3,4.3,3.4,6,48,53800.0,1120.8333333333333,48,60.4,22.9,16.7,48,12,8,1,4,2,3,12,12,9,3,2,7500.0,7300.0,12100.0,7750.0,7400.0,4700.0,7050.0,Tuesday,Sem_Break,False,71,12.0,1068800.0,40.93,323,3309.0,9.49,56.9,5.03,82.58,82.58,83.0,83,4.15,27.4
2024-07-17,316,274,42,14.199999999999998,1007500.0,542130.0,71420.0,465370.0,16.5,9.9,7.9,33.2,5.5,8.0,7.2,4.8,1.6,15.0,144,9.6,4.0,3.2,6,51,54200.0,1062.7450980392157,51,66.7,31.4,2.0,51,9,9,3,7,6,7,5,6,9,5,3,8250.0,7250.0,8200.0,7400.0,9900.0,5800.0,7400.0,Wednesday,Sem_Break,False,68,6.0,1061700.0,43.83,325,3267.0,6.73,53.81,5.11,86.71,86.71,74.0,74,3.7,28.2
2024-07-18,326,294,32,11.733333333333334,1075500.0,566930.0,64100.0,508570.0,16.8,10.0,7.8,33.6,5.0,9.6,8.6,5.8,2.0,13.6,141,10.0,4.2,3.3,6,51,48400.0,949.0196078431372,51,62.7,27.5,9.8,51,9,7,7,6,6,5,7,6,10,2,2,5800.0,8100.0,5900.0,8900.0,5000.0,6500.0,8200.0,Thursday,Sem_Break,False,81,6.0,1123900.0,45.25,345,3258.0,5.7,52.71,4.31,90.18,90.18,87.0,87,4.35,36.0
2024-07-19,263,230,33,12.616666666666667,861000.0,457170.0,50240.0,403830.0,14.0,8.4,6.4,28.400000000000002,4.4,7.4,6.7,4.6,1.6,10.8,110,7.7,3.2,2.6,6,52,54550.0,1049.0384615384614,52,63.5,28.8,7.7,52,9,8,1,5,8,4,6,7,14,5,2,4800.0,10600.0,5700.0,10600.0,6100.0,7600.0,9150.0,Friday,Sem_Break,False,53,7.0,915550.0,44.11,282,3247.0,5.49,53.1,5.96,87.45,87.45,60.0,60,3.0,11.2
2024-07-20,96,80,16,17.0,295500.0,167550.0,28850.0,127950.0,5.5,3.3,2.5,9.5,1.6,2.8,2.5,1.3,0.5,4.2,41,2.8,1.2,0.9,6,10,11300.0,1130.0,10,80.0,10.0,10.0,10,13,0,0,1,1,2,1,1,2,1,1,1700.0,2800.0,900.0,1800.0,1400.0,900.0,1800.0,Saturday,Sem_Break,True,20,1.0,306800.0,41.7,90,3409.0,9.4,56.7,3.68,83.33,83.33,21.0,21,1.05,-64.5
2024-07-21,95,82,13,14.450000000000001,300000.0,163680.0,22890.0,136320.0,4.8,2.9,2.2,10.6,1.7,2.6,2.3,1.6,0.6,3.5,40,3.0,1.2,1.0,6,11,9700.0,881.8181818181819,11,54.5,36.4,9.1,11,17,0,1,0,1,2,3,1,1,0,2,900.0,3100.0,1300.0,1300.0,2100.0,200.0,800.0,Sunday,Sem_Break,True,21,1.0,309700.0,44.02,93,3330.0,7.39,54.56,3.13,86.32,86.32,22.0,22,1.1,-63.3
2024-07-22,316,285,31,10.716666666666667,1027500.0,538140.0,62480.0,489360.0,15.8,9.4,7.5,33.7,5.2,8.2,7.4,5.5,1.9,12.9,142,10.3,4.3,3.4,6,53,59100.0,1115.0943396226414,53,60.4,28.3,11.3,53,9,8,2,5,3,3,10,12,12,4,2,5600.0,9200.0,10250.0,6100.0,10700.0,6550.0,10700.0,Monday,Sem_Break,False,82,12.0,1086600.0,45.04,338,3215.0,5.75,52.37,5.44,90.19,90.19,94.0,94,4.7,33.3
2024-07-23,314,277,37,12.116666666666667,1013000.0,543550.0,71310.0,469450.0,16.5,9.9,7.9,36.599999999999994,6.1,7.8,7.0,5.2,1.8,14.0,133,8.8,3.7,2.9,6,53,61450.0,1159.433962264151,53,56.6,30.2,13.2,53,9,6,1,7,10,2,9,12,2,7,3,10600.0,9200.0,9200.0,4450.0,12800.0,6900.0,8300.0,Tuesday,Sem_Break,False,66,12.0,1074450.0,43.69,330,3256.0,6.64,53.66,5.72,88.22,88.22,78.0,78,3.9,30.1
2024-07-24,332,295,37,10.6,1083500.0,565720.0,59350.0,517780.0,18.5,11.1,8.100000000000001,35.5,5.9,8.2,7.4,5.1,1.7,14.0,144,10.1,4.2,3.4,6,55,67250.0,1222.7272727272727,55,56.4,36.4,7.3,55,12,6,5,9,4,5,4,14,8,3,3,8800.0,7100.0,8450.0,11300.0,11800.0,6500.0,13300.0,Wednesday,Sem_Break,False,72,14.0,1150750.0,45.0,350,3288.0,5.16,52.21,5.84,88.86,88.86,86.0,86,4.3,38.0
2024-07-25,323,284,39,10.966666666666667,1056500.0,563010.0,67100.0,493490.0,18.8,11.2,7.9,34.1,5.2,9.2,8.3,5.7,1.9,13.3,131,8.9,3.7,3.0,6,55,54450.0,990.0,55,67.3,27.3,5.5,55,9,8,1,8,2,4,14,4,9,9,4,8300.0,9100.0,7300.0,6500.0,6150.0,7700.0,9400.0,Thursday,Sem_Break,False,60,4.0,1110950.0,44.42,339,3277.0,6.04,53.29,4.9,87.93,87.93,64.0,64,3.2,33.7
2024-07-26,278,243,35,12.15,892000.0,476430.0,60510.0,415570.0,13.8,8.2,6.9,29.400000000000002,4.9,7.2,6.5,4.2,1.4,12.6,128,8.9,3.7,3.0,6,52,57350.0,1102.8846153846155,52,67.3,25.0,7.7,52,15,7,2,11,5,1,8,13,7,1,4,5800.0,8000.0,6850.0,5900.0,11300.0,7800.0,11700.0,Friday,Sem_Break,False,63,13.0,949350.0,43.77,295,3218.0,6.37,53.41,6.04,87.41,87.41,76.0,76,3.8,16.3
2024-07-27,101,86,15,16.866666666666667,314000.0,174480.0,28020.0,139520.0,5.8,3.4,2.6,10.3,1.7,2.8,2.5,1.5,0.5,4.2,43,3.0,1.2,1.0,6,9,11400.0,1266.6666666666667,9,55.6,44.4,0.0,9,12,0,1,2,0,1,0,2,2,0,1,900.0,900.0,3300.0,900.0,2300.0,2200.0,900.0,Saturday,Sem_Break,True,23,2.0,325400.0,42.88,95,3425.0,8.61,55.57,3.5,85.15,85.15,25.0,25,1.25,-62.5
2024-07-28,93,81,12,12.699999999999998,303000.0,162970.0,20350.0,140030.0,4.8,2.9,2.3,9.8,1.5,2.8,2.5,1.6,0.6,3.8,39,2.8,1.2,0.9,6,12,13600.0,1133.3333333333333,12,58.3,33.3,8.3,12,15,0,0,2,0,2,2,3,3,0,0,2200.0,2300.0,1300.0,1700.0,3200.0,800.0,2100.0,Sunday,Sem_Break,True,19,3.0,316600.0,44.23,93,3404.0,6.43,53.79,4.3,87.1,87.1,22.0,22,1.1,-63.3
2024-07-29,317,281,36,12.483333333333333,1035500.0,550070.0,64420.0,485430.0,17.2,10.3,7.8,33.1,5.4,9.0,8.1,5.0,1.7,12.9,135,9.5,4.0,3.2,6,55,58200.0,1058.1818181818182,55,65.5,23.6,10.9,55,14,10,3,8,6,1,7,9,11,7,3,7200.0,7300.0,4250.0,12200.0,10300.0,7350.0,9600.0,Monday,Sem_Break,False,73,9.0,1093700.0,44.38,336,3255.0,5.89,53.12,5.32,88.64,88.64,82.0,82,4.1,32.5
2024-07-30,328,284,44,13.333333333333334,1058500.0,562970.0,64870.0,495530.0,18.0,10.8,8.0,34.2,5.4,8.6,7.7,5.4,1.8,14.3,144,9.8,4.1,3.3,6,57,58950.0,1034.2105263157894,57,64.9,28.1,7.0,57,9,11,1,11,6,1,11,11,7,4,5,9050.0,5600.0,11900.0,5600.0,10500.0,5100.0,11200.0,Tuesday,Sem_Break,False,65,11.0,1117450.0,44.34,341,3277.0,5.81,53.19,5.28,86.59,86.59,76.0,76,3.8,34.5
2024-07-31,306,271,35,11.683333333333332,1008500.0,532730.0,57630.0,475770.0,16.2,9.8,7.6,33.7,5.2,8.4,7.6,5.5,1.9,13.3,129,8.6,3.6,2.9,6,55,68500.0,1245.4545454545455,55,54.5,30.9,14.5,55,8,11,4,8,2,5,9,15,7,4,1,14900.0,8600.0,9250.0,6550.0,8500.0,10700.0,10000.0,Wednesday,Sem_Break,False,60,15.0,1077000.0,44.18,326,3304.0,5.35,52.82,6.36,88.56,88.56,75.0,75,3.75,28.5
2024-08-01,326,296,30,9.200000000000001,1104500.0,572960.0,52860.0,531540.0,18.0,10.8,8.3,35.9,6.0,9.2,8.3,5.1,1.7,14.3,135,8.8,3.7,2.9,6,50,66750.0,1335.0,50,60.0,30.0,10.0,50,9,9,0,7,4,3,4,17,6,4,5,10500.0,8000.0,7850.0,11700.0,6600.0,12900.0,9200.0,Thursday,Sem_Break,False,63,17.0,1171250.0,45.38,346,3385.0,4.51,51.88,5.7,90.8,90.8,80.0,80,4.0,36.4
2024-08-02,277,246,31,12.483333333333334,905500.0,485950.0,63790.0,419550.0,14.8,8.8,7.0,29.7,4.8,8.0,7.2,4.5,1.5,12.2,117,7.8,3.2,2.6,6,52,58750.0,1129.8076923076924,52,71.2,11.5,17.3,52,16,8,2,3,8,3,11,14,5,4,2,9400.0,7800.0,6200.0,7400.0,10800.0,7950.0,9200.0,Friday,Sem_Break,False,61,14.0,964250.0,43.51,298,3236.0,6.62,53.67,6.09,88.81,88.81,75.0,75,3.75,17.5
2024-08-03,96,83,13,13.466666666666667,303500.0,162210.0,20540.0,141290.0,5.0,3.0,2.3,10.6,1.7,2.2,2.0,1.6,0.6,4.2,43,3.0,1.2,1.0,6,11,12600.0,1145.4545454545455,11,63.6,9.1,27.3,11,10,0,0,0,1,1,1,2,5,1,0,1800.0,3400.0,800.0,2300.0,400.0,1200.0,2700.0,Saturday,Sem_Break,True,20,2.0,316100.0,44.7,94,3363.0,6.5,53.45,3.99,86.46,86.46,22.0,22,1.1,-62.9
2024-08-04,93,75,18,19.116666666666667,272000.0,155990.0,29490.0,116010.0,5.2,3.1,2.1,9.5,1.5,2.2,2.0,1.5,0.5,3.8,41,3.0,1.2,1.0,6,10,12300.0,1230.0,10,30.0,40.0,30.0,10,16,0,0,0,0,0,5,4,0,0,1,400.0,2800.0,2400.0,400.0,1300.0,2400.0,2600.0,Sunday,Sem_Break,True,19,4.0,284300.0,40.81,85,3345.0,10.37,57.35,4.33,80.65,80.65,23.0,23,1.15,-66.5
2024-08-05,1770,1586,184,12.450000000000001,5763000.0,3078570.0,390470.0,2684430.0,99.2,59.5,44.8,181.7,30.3,49.8,44.8,25.9,8.7,77.7,759,51.1,21.3,17.0,6,592,724500.0,1223.8175675675675,592,58.8,29.4,11.8,50,9,78,29,70,77,39,81,114,116,41,25,90750.0,121500.0,134000.0,94250.0,98000.0,96250.0,89750.0,Monday,Sem2_Teaching,False,417,114.0,6487500.0,41.38,2178,2979.0,6.02,53.42,11.17,89.6,89.6,531.0,531,26.55,31.8
2024-08-06,1737,1562,175,9.566666666666666,5692000.0,2971270.0,327240.0,2720730.0,98.2,58.9,42.7,167.7,26.8,47.0,42.3,25.9,8.7,75.9,777,54.1,22.6,18.0,6,609,739750.0,1214.696223316913,609,58.3,24.5,17.2,64,12,90,30,71,74,39,100,119,102,44,30,111000.0,109250.0,103000.0,112500.0,94000.0,113000.0,97000.0,Tuesday,Sem2_Teaching,False,403,119.0,6431750.0,42.3,2171,2963.0,5.09,52.2,11.5,89.93,89.93,522.0,522,26.1,31.3
2024-08-07,1738,1543,195,11.4,5709000.0,3015850.0,343350.0,2693150.0,92.0,55.2,42.7,184.2,28.3,48.6,43.7,30.4,10.2,74.9,748,51.2,21.4,17.1,6,607,783750.0,1291.186161449753,607,57.2,29.0,13.8,63,9,92,28,74,49,42,95,139,103,42,35,125750.0,122750.0,133250.0,94750.0,108750.0,102000.0,96500.0,Wednesday,Sem2_Teaching,False,393,139.0,6492750.0,41.48,2150,3020.0,5.29,52.83,12.07,88.78,88.78,532.0,532,26.6,30.1
2024-08-08,1705,1467,238,13.066666666666668,5470000.0,2940130.0,373510.0,2529870.0,87.0,52.2,41.9,180.1,27.0,46.0,41.4,30.9,10.3,77.0,761,51.7,21.6,17.2,6,600,731750.0,1219.5833333333333,600,61.8,26.3,11.8,66,12,82,33,80,46,39,95,114,118,37,38,126750.0,108750.0,99750.0,95500.0,91500.0,110000.0,99500.0,Thursday,Sem2_Teaching,False,342,114.0,6201750.0,40.79,2067,3000.0,6.02,53.75,11.8,86.04,86.04,456.0,456,22.8,25.0
2024-08-09,1443,1197,246,17.116666666666667,4381500.0,2471880.0,427240.0,1909620.0,74.2,44.5,34.8,160.4,24.8,36.4,32.8,26.2,8.8,61.9,630,43.7,18.2,14.6,6,593,741000.0,1249.5784148397977,593,57.3,30.2,12.5,48,9,82,25,68,70,44,95,120,92,48,31,83750.0,121000.0,124000.0,93750.0,91250.0,130750.0,96500.0,Friday,Sem2_Teaching,False,304,120.0,5122500.0,37.28,1790,2862.0,8.34,56.42,14.47,82.95,82.95,424.0,424,21.2,8.3
2024-08-10,491,410,81,16.599999999999998,1502000.0,843350.0,146370.0,658650.0,25.8,15.4,12.4,49.8,7.9,13.0,11.7,7.8,2.6,23.1,225,15.1,6.3,5.0,6,134,151500.0,1130.597014925373,134,57.5,33.6,9.0,15,9,0,11,17,13,9,30,23,21,5,5,21750.0,28250.0,19500.0,24250.0,22750.0,17000.0,18000.0,Saturday,Sem2_Teaching,True,105,23.0,1653500.0,39.83,544,3040.0,8.85,56.15,9.16,83.5,83.5,128.0,128,6.4,-67.1
2024-08-11,518,448,70,12.216666666666669,1631500.0,870910.0,112090.0,760590.0,29.8,17.8,12.3,51.6,8.0,12.6,11.3,8.4,2.8,21.7,231,16.6,6.9,5.5,6,142,186500.0,1313.380281690141,142,52.8,31.7,15.5,8,12,0,7,20,14,12,19,27,21,18,4,31500.0,32000.0,27000.0,28000.0,27000.0,21750.0,19250.0,Sunday,Sem2_Teaching,True,111,27.0,1818000.0,41.84,590,3081.0,6.17,53.38,10.26,86.49,86.49,138.0,138,6.9,-64.3
2024-08-12,1750,1504,246,12.883333333333335,5679000.0,3041610.0,371910.0,2637390.0,87.5,52.5,43.5,183.1,28.9,49.8,44.8,28.9,9.7,78.0,780,53.5,22.3,17.8,6,611,752500.0,1231.5875613747953,611,58.6,30.8,10.6,59,12,86,30,71,58,36,106,120,106,47,37,114250.0,113500.0,95750.0,100500.0,116750.0,88750.0,123000.0,Monday,Sem2_Teaching,False,348,120.0,6431500.0,41.01,2115,3041.0,5.78,53.56,11.7,85.94,85.94,468.0,468,23.4,27.9
2024-08-13,1661,1393,268,15.633333333333333,5216500.0,2896490.0,442940.0,2320010.0,94.2,56.5,41.900000000000006,172.5,27.9,47.0,42.3,26.1,8.7,72.8,700,46.6,19.4,15.5,6,547,651000.0,1190.127970749543,547,61.2,29.8,9.0,60,8,85,32,61,60,47,81,82,101,52,31,83000.0,91750.0,72000.0,106500.0,105750.0,92000.0,100000.0,Tuesday,Sem2_Teaching,False,335,82.0,5867500.0,39.54,1940,3024.0,7.55,55.53,11.1,83.87,83.87,417.0,417,20.85,17.4
2024-08-14,1744,1508,236,14.283333333333333,5564000.0,3025670.0,416300.0,2538330.0,96.2,57.8,42.8,175.8,26.9,50.2,45.2,29.2,9.8,74.5,751,51.7,21.6,17.2,6,619,774500.0,1251.2116316639742,619,59.6,28.3,12.1,55,12,90,34,80,64,34,91,124,105,51,36,101750.0,108500.0,83250.0,125000.0,106250.0,122250.0,127500.0,Wednesday,Sem2_Teaching,False,414,124.0,6338500.0,40.05,2127,2980.0,6.57,54.38,12.22,86.47,86.47,538.0,538,26.9,28.7
