Date,Day_of_Week,Academic_Period,Is_Weekend,Meal,Portions_Prepared,Portions_Sold,Waste_Portions,Waste_Pct,Price_UGX,Revenue_UGX,Ingredient_Cost_UGX,Waste_Cost_UGX,Gross_Profit_UGX,Posho_Flour_kg,Beans_kg,Cooking_Oil_L,Matooke_kg,Groundnuts_kg,Rice_kg,Chicken_kg,Offal_kg,Onions_kg,Irish_Potatoes_kg,Eggs_units,Wheat_Flour_kg,Cabbage_kg,Tomatoes_kg
2024-12-01,Sunday,Xmas_Break,TRUE,Katogo (Offal+Matoke),7,5,2,28.6,"3,500","17,500","11,760","3,360","5,740",0,0,0,2.4,0,0,0,1.1,0.4,0,0,0,0,0
2024-12-01,Sunday,Xmas_Break,TRUE,Chips & Eggs,8,7,1,12.5,"4,500","31,500","15,120","1,890","16,380",0,0,0.6,0,0,0,0,0,0,2.8,12,0,0,0
2024-12-01,Sunday,Xmas_Break,TRUE,Rolex,18,17,1,5.6,"2,500","42,500","17,100",950,"25,400",0,0,0,0,0,0,0,0,0,0,18,2.2,0.9,0.7
2024-12-02,Monday,Xmas_Break,FALSE,Posho & Beans,52,45,7,13.5,"3,000","135,000","70,200","9,450","64,800",13,7.8,1,0,0,0,0,0,0,0,0,0,0,0
2024-12-02,Monday,Xmas_Break,FALSE,Matooke & Groundnut Stew,38,29,9,23.7,"4,000","116,000","76,000","18,000","40,000",0,0,1.1,15.2,3.8,0,0,0,0,0,0,0,0,0
2024-12-02,Monday,Xmas_Break,FALSE,Rice & Chicken,33,28,5,15.2,"6,000","168,000","108,900","16,500","59,100",0,0,1.3,0,0,6.6,5.9,0,0,0,0,0,0,0
2024-12-02,Monday,Xmas_Break,FALSE,Katogo (Offal+Matoke),28,22,6,21.4,"3,500","77,000","47,040","10,080","29,960",0,0,0,9.8,0,0,0,4.2,1.4,0,0,0,0,0
2024-12-02,Monday,Xmas_Break,FALSE,Chips & Eggs,27,23,4,14.8,"4,500","103,500","51,030","7,560","52,470",0,0,2.2,0,0,0,0,0,0,9.4,40,0,0,0
2024-12-02,Monday,Xmas_Break,FALSE,Rolex,56,44,12,21.4,"2,500","110,000","53,200","11,400","56,800",0,0,0,0,0,0,0,0,0,0,56,6.7,2.8,2.2
2024-12-03,Tuesday,Xmas_Break,FALSE,Posho & Beans,54,43,11,20.4,"3,000","129,000","72,900","14,850","56,100",13.5,8.1,1.1,0,0,0,0,0,0,0,0,0,0,0
2024-12-03,Tuesday,Xmas_Break,FALSE,Matooke & Groundnut Stew,42,35,7,16.7,"4,000","140,000","84,000","14,000","56,000",0,0,1.3,16.8,4.2,0,0,0,0,0,0,0,0,0
2024-12-03,Tuesday,Xmas_Break,FALSE,Rice & Chicken,30,25,5,16.7,"6,000","150,000","99,000","16,500","51,000",0,0,1.2,0,0,6,5.4,0,0,0,0,0,0,0
2024-12-03,Tuesday,Xmas_Break,FALSE,Katogo (Offal+Matoke),28,24,4,14.3,"3,500","84,000","47,040","6,720","36,960",0,0,0,9.8,0,0,0,4.2,1.4,0,0,0,0,0
2024-12-03,Tuesday,Xmas_Break,FALSE,Chips & Eggs,31,24,7,22.6,"4,500","108,000","58,590","13,230","49,410",0,0,2.5,0,0,0,0,0,0,10.8,46,0,0,0
2024-12-03,Tuesday,Xmas_Break,FALSE,Rolex,63,52,11,17.5,"2,500","130,000","59,850","10,450","70,150",0,0,0,0,0,0,0,0,0,0,63,7.6,3.2,2.5
2024-12-04,Wednesday,Xmas_Break,FALSE,Posho & Beans,54,48,6,11.1,"3,000","144,000","72,900","8,100","71,100",13.5,8.1,1.1,0,0,0,0,0,0,0,0,0,0,0
2024-12-04,Wednesday,Xmas_Break,FALSE,Matooke & Groundnut Stew,45,38,7,15.6,"4,000","152,000","90,000","14,000","62,000",0,0,1.3,18,4.5,0,0,0,0,0,0,0,0,0
2024-12-04,Wednesday,Xmas_Break,FALSE,Rice & Chicken,30,23,7,23.3,"6,000","138,000","99,000","23,100","39,000",0,0,1.2,0,0,6,5.4,0,0,0,0,0,0,0
2024-12-04,Wednesday,Xmas_Break,FALSE,Katogo (Offal+Matoke),28,24,4,14.3,"3,500","84,000","47,040","6,720","36,960",0,0,0,9.8,0,0,0,4.2,1.4,0,0,0,0,0
2024-12-04,Wednesday,Xmas_Break,FALSE,Chips & Eggs,31,25,6,19.4,"4,500","112,500","58,590","11,340","53,910",0,0,2.5,0,0,0,0,0,0,10.8,46,0,0,0
2024-12-04,Wednesday,Xmas_Break,FALSE,Rolex,58,45,13,22.4,"2,500","112,500","55,100","12,350","57,400",0,0,0,0,0,0,0,0,0,0,58,7,2.9,2.3
2024-12-05,Thursday,Xmas_Break,FALSE,Posho & Beans,57,52,5,8.8,"3,000","156,000","76,950","6,750","79,050",14.2,8.5,1.1,0,0,0,0,0,0,0,0,0,0,0
2024-12-05,Thursday,Xmas_Break,FALSE,Matooke & Groundnut Stew,45,37,8,17.8,"4,000","148,000","90,000","16,000","58,000",0,0,1.3,18,4.5,0,0,0,0,0,0,0,0,0
2024-12-05,Thursday,Xmas_Break,FALSE,Rice & Chicken,33,30,3,9.1,"6,000","180,000","108,900","9,900","71,100",0,0,1.3,0,0,6.6,5.9,0,0,0,0,0,0,0
2024-12-05,Thursday,Xmas_Break,FALSE,Katogo (Offal+Matoke),26,24,2,7.7,"3,500","84,000","43,680","3,360","40,320",0,0,0,9.1,0,0,0,3.9,1.3,0,0,0,0,0
2024-12-05,Thursday,Xmas_Break,FALSE,Chips & Eggs,32,30,2,6.2,"4,500","135,000","60,480","3,780","74,520",0,0,2.6,0,0,0,0,0,0,11.2,48,0,0,0
2024-12-05,Thursday,Xmas_Break,FALSE,Rolex,62,51,11,17.7,"2,500","127,500","58,900","10,450","68,600",0,0,0,0,0,0,0,0,0,0,62,7.4,3.1,2.5
2024-12-06,Friday,Xmas_Break,FALSE,Posho & Beans,42,40,2,4.8,"3,000","120,000","56,700","2,700","63,300",10.5,6.3,0.8,0,0,0,0,0,0,0,0,0,0,0
2024-12-06,Friday,Xmas_Break,FALSE,Matooke & Groundnut Stew,32,29,3,9.4,"4,000","116,000","64,000","6,000","52,000",0,0,1,12.8,3.2,0,0,0,0,0,0,0,0,0
2024-12-06,Friday,Xmas_Break,FALSE,Rice & Chicken,29,26,3,10.3,"6,000","156,000","95,700","9,900","60,300",0,0,1.2,0,0,5.8,5.2,0,0,0,0,0,0,0
2024-12-06,Friday,Xmas_Break,FALSE,Katogo (Offal+Matoke),25,21,4,16.0,"3,500","73,500","42,000","6,720","31,500",0,0,0,8.8,0,0,0,3.8,1.2,0,0,0,0,0
2024-12-06,Friday,Xmas_Break,FALSE,Chips & Eggs,24,19,5,20.8,"4,500","85,500","45,360","9,450","40,140",0,0,1.9,0,0,0,0,0,0,8.4,36,0,0,0
2024-12-06,Friday,Xmas_Break,FALSE,Rolex,50,41,9,18.0,"2,500","102,500","47,500","8,550","55,000",0,0,0,0,0,0,0,0,0,0,50,6,2.5,2
2024-12-07,Saturday,Xmas_Break,TRUE,Posho & Beans,15,14,1,6.7,"3,000","42,000","20,250","1,350","21,750",3.8,2.2,0.3,0,0,0,0,0,0,0,0,0,0,0
2024-12-07,Saturday,Xmas_Break,TRUE,Matooke & Groundnut Stew,13,10,3,23.1,"4,000","40,000","26,000","6,000","14,000",0,0,0.4,5.2,1.3,0,0,0,0,0,0,0,0,0
2024-12-07,Saturday,Xmas_Break,TRUE,Rice & Chicken,9,8,1,11.1,"6,000","48,000","29,700","3,300","18,300",0,0,0.4,0,0,1.8,1.6,0,0,0,0,0,0,0
2024-12-07,Saturday,Xmas_Break,TRUE,Katogo (Offal+Matoke),7,5,2,28.6,"3,500","17,500","11,760","3,360","5,740",0,0,0,2.4,0,0,0,1.1,0.4,0,0,0,0,0
2024-12-07,Saturday,Xmas_Break,TRUE,Chips & Eggs,8,7,1,12.5,"4,500","31,500","15,120","1,890","16,380",0,0,0.6,0,0,0,0,0,0,2.8,12,0,0,0
2024-12-07,Saturday,Xmas_Break,TRUE,Rolex,16,15,1,6.2,"2,500","37,500","15,200",950,"22,300",0,0,0,0,0,0,0,0,0,0,16,1.9,0.8,0.6
2024-12-08,Sunday,Xmas_Break,TRUE,Posho & Beans,15,13,2,13.3,"3,000","39,000","20,250","2,700","18,750",3.8,2.2,0.3,0,0,0,0,0,0,0,0,0,0,0
2024-12-08,Sunday,Xmas_Break,TRUE,Matooke & Groundnut Stew,11,9,2,18.2,"4,000","36,000","22,000","4,000","14,000",0,0,0.3,4.4,1.1,0,0,0,0,0,0,0,0,0
2024-12-08,Sunday,Xmas_Break,TRUE,Rice & Chicken,10,9,1,10.0,"6,000","54,000","33,000","3,300","21,000",0,0,0.4,0,0,2,1.8,0,0,0,0,0,0,0
2024-12-08,Sunday,Xmas_Break,TRUE,Katogo (Offal+Matoke),8,7,1,12.5,"3,500","24,500","13,440","1,680","11,060",0,0,0,2.8,0,0,0,1.2,0.4,0,0,0,0,0
2024-12-08,Sunday,Xmas_Break,TRUE,Chips & Eggs,9,8,1,11.1,"4,500","36,000","17,010","1,890","18,990",0,0,0.7,0,0,0,0,0,0,3.1,14,0,0,0
2024-12-08,Sunday,Xmas_Break,TRUE,Rolex,18,14,4,22.2,"2,500","35,000","17,100","3,800","17,900",0,0,0,0,0,0,0,0,0,0,18,2.2,0.9,0.7
2024-12-09,Monday,Xmas_Break,FALSE,Posho & Beans,47,38,9,19.1,"3,000","114,000","63,450","12,150","50,550",11.8,7,0.9,0,0,0,0,0,0,0,0,0,0,0
2024-12-09,Monday,Xmas_Break,FALSE,Matooke & Groundnut Stew,43,37,6,14.0,"4,000","148,000","86,000","12,000","62,000",0,0,1.3,17.2,4.3,0,0,0,0,0,0,0,0,0
2024-12-09,Monday,Xmas_Break,FALSE,Rice & Chicken,32,30,2,6.2,"6,000","180,000","105,600","6,600","74,400",0,0,1.3,0,0,6.4,5.8,0,0,0,0,0,0,0
2024-12-09,Monday,Xmas_Break,FALSE,Katogo (Offal+Matoke),29,27,2,6.9,"3,500","94,500","48,720","3,360","45,780",0,0,0,10.1,0,0,0,4.3,1.5,0,0,0,0,0
2024-12-09,Monday,Xmas_Break,FALSE,Chips & Eggs,28,25,3,10.7,"4,500","112,500","52,920","5,670","59,580",0,0,2.2,0,0,0,0,0,0,9.8,42,0,0,0
2024-12-09,Monday,Xmas_Break,FALSE,Rolex,57,46,11,19.3,"2,500","115,000","54,150","10,450","60,850",0,0,0,0,0,0,0,0,0,0,57,6.8,2.9,2.3
2024-12-10,Tuesday,Xmas_Break,FALSE,Posho & Beans,49,41,8,16.3,"3,000","123,000","66,150","10,800","56,850",12.2,7.3,1,0,0,0,0,0,0,0,0,0,0,0
2024-12-10,Tuesday,Xmas_Break,FALSE,Matooke & Groundnut Stew,41,38,3,7.3,"4,000","152,000","82,000","6,000","70,000",0,0,1.2,16.4,4.1,0,0,0,0,0,0,0,0,0
2024-12-10,Tuesday,Xmas_Break,FALSE,Rice & Chicken,30,27,3,10.0,"6,000","162,000","99,000","9,900","63,000",0,0,1.2,0,0,6,5.4,0,0,0,0,0,0,0
2024-12-10,Tuesday,Xmas_Break,FALSE,Katogo (Offal+Matoke),27,22,5,18.5,"3,500","77,000","45,360","8,400","31,640",0,0,0,9.4,0,0,0,4,1.4,0,0,0,0,0
2024-12-10,Tuesday,Xmas_Break,FALSE,Chips & Eggs,29,24,5,17.2,"4,500","108,000","54,810","9,450","53,190",0,0,2.3,0,0,0,0,0,0,10.1,44,0,0,0
2024-12-10,Tuesday,Xmas_Break,FALSE,Rolex,61,52,9,14.8,"2,500","130,000","57,950","8,550","72,050",0,0,0,0,0,0,0,0,0,0,61,7.3,3.1,2.4
2024-12-11,Wednesday,Xmas_Break,FALSE,Posho & Beans,48,38,10,20.8,"3,000","114,000","64,800","13,500","49,200",12,7.2,1,0,0,0,0,0,0,0,0,0,0,0
2024-12-11,Wednesday,Xmas_Break,FALSE,Matooke & Groundnut Stew,42,40,2,4.8,"4,000","160,000","84,000","4,000","76,000",0,0,1.3,16.8,4.2,0,0,0,0,0,0,0,0,0
2024-12-11,Wednesday,Xmas_Break,FALSE,Rice & Chicken,31,28,3,9.7,"6,000","168,000","102,300","9,900","65,700",0,0,1.2,0,0,6.2,5.6,0,0,0,0,0,0,0
2024-12-11,Wednesday,Xmas_Break,FALSE,Katogo (Offal+Matoke),27,26,1,3.7,"3,500","91,000","45,360","1,680","45,640",0,0,0,9.4,0,0,0,4,1.4,0,0,0,0,0
2024-12-11,Wednesday,Xmas_Break,FALSE,Chips & Eggs,31,27,4,12.9,"4,500","121,500","58,590","7,560","62,910",0,0,2.5,0,0,0,0,0,0,10.8,46,0,0,0
2024-12-11,Wednesday,Xmas_Break,FALSE,Rolex,61,58,3,4.9,"2,500","145,000","57,950","2,850","87,050",0,0,0,0,0,0,0,0,0,0,61,7.3,3.1,2.4
2024-12-12,Thursday,Xmas_Break,FALSE,Posho & Beans,51,43,8,15.7,"3,000","129,000","68,850","10,800","60,150",12.8,7.6,1,0,0,0,0,0,0,0,0,0,0,0
2024-12-12,Thursday,Xmas_Break,FALSE,Matooke & Groundnut Stew,37,34,3,8.1,"4,000","136,000","74,000","6,000","62,000",0,0,1.1,14.8,3.7,0,0,0,0,0,0,0,0,0
2024-12-12,Thursday,Xmas_Break,FALSE,Rice & Chicken,34,27,7,20.6,"6,000","162,000","112,200","23,100","49,800",0,0,1.4,0,0,6.8,6.1,0,0,0,0,0,0,0
2024-12-12,Thursday,Xmas_Break,FALSE,Katogo (Offal+Matoke),27,23,4,14.8,"3,500","80,500","45,360","6,720","35,140",0,0,0,9.4,0,0,0,4,1.4,0,0,0,0,0
2024-12-12,Thursday,Xmas_Break,FALSE,Chips & Eggs,27,26,1,3.7,"4,500","117,000","51,030","1,890","65,970",0,0,2.2,0,0,0,0,0,0,9.4,40,0,0,0
2024-12-12,Thursday,Xmas_Break,FALSE,Rolex,56,44,12,21.4,"2,500","110,000","53,200","11,400","56,800",0,0,0,0,0,0,0,0,0,0,56,6.7,2.8,2.2
2024-12-13,Friday,Xmas_Break,FALSE,Posho & Beans,45,41,4,8.9,"3,000","123,000","60,750","5,400","62,250",11.2,6.8,0.9,0,0,0,0,0,0,0,0,0,0,0
2024-12-13,Friday,Xmas_Break,FALSE,Matooke & Groundnut Stew,32,29,3,9.4,"4,000","116,000","64,000","6,000","52,000",0,0,1,12.8,3.2,0,0,0,0,0,0,0,0,0
2024-12-13,Friday,Xmas_Break,FALSE,Rice & Chicken,28,22,6,21.4,"6,000","132,000","92,400","19,800","39,600",0,0,1.1,0,0,5.6,5,0,0,0,0,0,0,0
2024-12-13,Friday,Xmas_Break,FALSE,Katogo (Offal+Matoke),21,18,3,14.3,"3,500","63,000","35,280","5,040","27,720",0,0,0,7.3,0,0,0,3.1,1.1,0,0,0,0,0
2024-12-13,Friday,Xmas_Break,FALSE,Chips & Eggs,24,23,1,4.2,"4,500","103,500","45,360","1,890","58,140",0,0,1.9,0,0,0,0,0,0,8.4,36,0,0,0
2024-12-13,Friday,Xmas_Break,FALSE,Rolex,54,52,2,3.7,"2,500","130,000","51,300","1,900","78,700",0,0,0,0,0,0,0,0,0,0,54,6.5,2.7,2.2
2024-12-14,Saturday,Xmas_Break,TRUE,Posho & Beans,14,13,1,7.1,"3,000","39,000","18,900","1,350","20,100",3.5,2.1,0.3,0,0,0,0,0,0,0,0,0,0,0
2024-12-14,Saturday,Xmas_Break,TRUE,Matooke & Groundnut Stew,12,10,2,16.7,"4,000","40,000","24,000","4,000","16,000",0,0,0.4,4.8,1.2,0,0,0,0,0,0,0,0,0
2024-12-14,Saturday,Xmas_Break,TRUE,Rice & Chicken,9,7,2,22.2,"6,000","42,000","29,700","6,600","12,300",0,0,0.4,0,0,1.8,1.6,0,0,0,0,0,0,0
2024-12-14,Saturday,Xmas_Break,TRUE,Katogo (Offal+Matoke),8,6,2,25.0,"3,500","21,000","13,440","3,360","7,560",0,0,0,2.8,0,0,0,1.2,0.4,0,0,0,0,0
2024-12-14,Saturday,Xmas_Break,TRUE,Chips & Eggs,8,7,1,12.5,"4,500","31,500","15,120","1,890","16,380",0,0,0.6,0,0,0,0,0,0,2.8,12,0,0,0
2024-12-14,Saturday,Xmas_Break,TRUE,Rolex,17,15,2,11.8,"2,500","37,500","16,150","1,900","21,350",0,0,0,0,0,0,0,0,0,0,17,2,0.9,0.7
2024-12-15,Sunday,Xmas_Break,TRUE,Posho & Beans,15,14,1,6.7,"3,000","42,000","20,250","1,350","21,750",3.8,2.2,0.3,0,0,0,0,0,0,0,0,0,0,0
2024-12-15,Sunday,Xmas_Break,TRUE,Matooke & Groundnut Stew,13,11,2,15.4,"4,000","44,000","26,000","4,000","18,000",0,0,0.4,5.2,1.3,0,0,0,0,0,0,0,0,0
2024-12-15,Sunday,Xmas_Break,TRUE,Rice & Chicken,9,7,2,22.2,"6,000","42,000","29,700","6,600","12,300",0,0,0.4,0,0,1.8,1.6,0,0,0,0,0,0,0
2024-12-15,Sunday,Xmas_Break,TRUE,Katogo (Offal+Matoke),8,6,2,25.0,"3,500","21,000","13,440","3,360","7,560",0,0,0,2.8,0,0,0,1.2,0.4,0,0,0,0,0
2024-12-15,Sunday,Xmas_Break,TRUE,Chips & Eggs,8,6,2,25.0,"4,500","27,000","15,120","3,780","11,880",0,0,0.6,0,0,0,0,0,0,2.8,12,0,0,0
2024-12-15,Sunday,Xmas_Break,TRUE,Rolex,17,14,3,17.6,"2,500","35,000","16,150","2,850","18,850",0,0,0,0,0,0,0,0,0,0,17,2,0.9,0.7
2024-12-16,Monday,Xmas_Break,FALSE,Posho & Beans,56,46,10,17.9,"3,000","138,000","75,600","13,500","62,400",14,8.4,1.1,0,0,0,0,0,0,0,0,0,0,0
2024-12-16,Monday,Xmas_Break,FALSE,Matooke & Groundnut Stew,41,38,3,7.3,"4,000","152,000","82,000","6,000","70,000",0,0,1.2,16.4,4.1,0,0,0,0,0,0,0,0,0
2024-12-16,Monday,Xmas_Break,FALSE,Rice & Chicken,35,29,6,17.1,"6,000","174,000","115,500","19,800","58,500",0,0,1.4,0,0,7,6.3,0,0,0,0,0,0,0
2024-12-16,Monday,Xmas_Break,FALSE,Katogo (Offal+Matoke),26,21,5,19.2,"3,500","73,500","43,680","8,400","29,820",0,0,0,9.1,0,0,0,3.9,1.3,0,0,0,0,0
2024-12-16,Monday,Xmas_Break,FALSE,Chips & Eggs,32,25,7,21.9,"4,500","112,500","60,480","13,230","52,020",0,0,2.6,0,0,0,0,0,0,11.2,48,0,0,0
2024-12-16,Monday,Xmas_Break,FALSE,Rolex,65,59,6,9.2,"2,500","147,500","61,750","5,700","85,750",0,0,0,0,0,0,0,0,0,0,65,7.8,3.2,2.6
2024-12-17,Tuesday,Xmas_Break,FALSE,Posho & Beans,52,40,12,23.1,"3,000","120,000","70,200","16,200","49,800",13,7.8,1,0,0,0,0,0,0,0,0,0,0,0
2024-12-17,Tuesday,Xmas_Break,FALSE,Matooke & Groundnut Stew,41,35,6,14.6,"4,000","140,000","82,000","12,000","58,000",0,0,1.2,16.4,4.1,0,0,0,0,0,0,0,0,0
2024-12-17,Tuesday,Xmas_Break,FALSE,Rice & Chicken,30,27,3,10.0,"6,000","162,000","99,000","9,900","63,000",0,0,1.2,0,0,6,5.4,0,0,0,0,0,0,0
2024-12-17,Tuesday,Xmas_Break,FALSE,Katogo (Offal+Matoke),29,25,4,13.8,"3,500","87,500","48,720","6,720","38,780",0,0,0,10.1,0,0,0,4.3,1.5,0,0,0,0,0
2024-12-17,Tuesday,Xmas_Break,FALSE,Chips & Eggs,31,24,7,22.6,"4,500","108,000","58,590","13,230","49,410",0,0,2.5,0,0,0,0,0,0,10.8,46,0,0,0
2024-12-17,Tuesday,Xmas_Break,FALSE,Rolex,59,47,12,20.3,"2,500","117,500","56,050","11,400","61,450",0,0,0,0,0,0,0,0,0,0,59,7.1,3,2.4
2024-12-18,Wednesday,Xmas_Break,FALSE,Posho & Beans,53,51,2,3.8,"3,000","153,000","71,550","2,700","81,450",13.2,7.9,1.1,0,0,0,0,0,0,0,0,0,0,0
2024-12-18,Wednesday,Xmas_Break,FALSE,Matooke & Groundnut Stew,43,34,9,20.9,"4,000","136,000","86,000","18,000","50,000",0,0,1.3,17.2,4.3,0,0,0,0,0,0,0,0,0
2024-12-18,Wednesday,Xmas_Break,FALSE,Rice & Chicken,32,28,4,12.5,"6,000","168,000","105,600","13,200","62,400",0,0,1.3,0,0,6.4,5.8,0,0,0,0,0,0,0
2024-12-18,Wednesday,Xmas_Break,FALSE,Katogo (Offal+Matoke),26,24,2,7.7,"3,500","84,000","43,680","3,360","40,320",0,0,0,9.1,0,0,0,3.9,1.3,0,0,0,0,0
2024-12-18,Wednesday,Xmas_Break,FALSE,Chips & Eggs,31,27,4,12.9,"4,500","121,500","58,590","7,560","62,910",0,0,2.5,0,0,0,0,0,0,10.8,46,0,0,0
2024-12-18,Wednesday,Xmas_Break,FALSE,Rolex,58,48,10,17.2,"2,500","120,000","55,100","9,500","64,900",0,0,0,0,0,0,0,0,0,0,58,7,2.9,2.3
2024-12-19,Thursday,Xmas_Break,FALSE,Posho & Beans,48,40,8,16.7,"3,000","120,000","64,800","10,800","55,200",12,7.2,1,0,0,0,0,0,0,0,0,0,0,0
2024-12-19,Thursday,Xmas_Break,FALSE,Matooke & Groundnut Stew,41,37,4,9.8,"4,000","148,000","82,000","8,000","66,000",0,0,1.2,16.4,4.1,0,0,0,0,0,0,0,0,0
2024-12-19,Thursday,Xmas_Break,FALSE,Rice & Chicken,34,26,8,23.5,"6,000","156,000","112,200","26,400","43,800",0,0,1.4,0,0,6.8,6.1,0,0,0,0,0,0,0
2024-12-19,Thursday,Xmas_Break,FALSE,Katogo (Offal+Matoke),26,21,5,19.2,"3,500","73,500","43,680","8,400","29,820",0,0,0,9.1,0,0,0,3.9,1.3,0,0,0,0,0
2024-12-19,Thursday,Xmas_Break,FALSE,Chips & Eggs,27,25,2,7.4,"4,500","112,500","51,030","3,780","61,470",0,0,2.2,0,0,0,0,0,0,9.4,40,0,0,0
2024-12-19,Thursday,Xmas_Break,FALSE,Rolex,54,46,8,14.8,"2,500","115,000","51,300","7,600","63,700",0,0,0,0,0,0,0,0,0,0,54,6.5,2.7,2.2
2024-12-20,Friday,Xmas_Break,FALSE,Posho & Beans,41,39,2,4.9,"3,000","117,000","55,350","2,700","61,650",10.2,6.1,0.8,0,0,0,0,0,0,0,0,0,0,0
2024-12-20,Friday,Xmas_Break,FALSE,Matooke & Groundnut Stew,36,29,7,19.4,"4,000","116,000","72,000","14,000","44,000",0,0,1.1,14.4,3.6,0,0,0,0,0,0,0,0,0
2024-12-20,Friday,Xmas_Break,FALSE,Rice & Chicken,28,25,3,10.7,"6,000","150,000","92,400","9,900","57,600",0,0,1.1,0,0,5.6,5,0,0,0,0,0,0,0
2024-12-20,Friday,Xmas_Break,FALSE,Katogo (Offal+Matoke),25,20,5,20.0,"3,500","70,000","42,000","8,400","28,000",0,0,0,8.8,0,0,0,3.8,1.2,0,0,0,0,0
2024-12-20,Friday,Xmas_Break,FALSE,Chips & Eggs,27,26,1,3.7,"4,500","117,000","51,030","1,890","65,970",0,0,2.2,0,0,0,0,0,0,9.4,40,0,0,0
2024-12-20,Friday,Xmas_Break,FALSE,Rolex,55,49,6,10.9,"2,500","122,500","52,250","5,700","70,250",0,0,0,0,0,0,0,0,0,0,55,6.6,2.8,2.2
2024-12-21,Saturday,Xmas_Break,TRUE,Posho & Beans,16,13,3,18.8,"3,000","39,000","21,600","4,050","17,400",4,2.4,0.3,0,0,0,0,0,0,0,0,0,0,0
2024-12-21,Saturday,Xmas_Break,TRUE,Matooke & Groundnut Stew,13,11,2,15.4,"4,000","44,000","26,000","4,000","18,000",0,0,0.4,5.2,1.3,0,0,0,0,0,0,0,0,0
2024-12-21,Saturday,Xmas_Break,TRUE,Rice & Chicken,10,8,2,20.0,"6,000","48,000","33,000","6,600","15,000",0,0,0.4,0,0,2,1.8,0,0,0,0,0,0,0
2024-12-21,Saturday,Xmas_Break,TRUE,Katogo (Offal+Matoke),8,7,1,12.5,"3,500","24,500","13,440","1,680","11,060",0,0,0,2.8,0,0,0,1.2,0.4,0,0,0,0,0
2024-12-21,Saturday,Xmas_Break,TRUE,Chips & Eggs,8,7,1,12.5,"4,500","31,500","15,120","1,890","16,380",0,0,0.6,0,0,0,0,0,0,2.8,12,0,0,0
2024-12-21,Saturday,Xmas_Break,TRUE,Rolex,18,17,1,5.6,"2,500","42,500","17,100",950,"25,400",0,0,0,0,0,0,0,0,0,0,18,2.2,0.9,0.7
2024-12-22,Sunday,Xmas_Break,TRUE,Posho & Beans,15,12,3,20.0,"3,000","36,000","20,250","4,050","15,750",3.8,2.2,0.3,0,0,0,0,0,0,0,0,0,0,0
2024-12-22,Sunday,Xmas_Break,TRUE,Matooke & Groundnut Stew,13,10,3,23.1,"4,000","40,000","26,000","6,000","14,000",0,0,0.4,5.2,1.3,0,0,0,0,0,0,0,0,0
2024-12-22,Sunday,Xmas_Break,TRUE,Rice & Chicken,10,8,2,20.0,"6,000","48,000","33,000","6,600","15,000",0,0,0.4,0,0,2,1.8,0,0,0,0,0,0,0
2024-12-22,Sunday,Xmas_Break,TRUE,Katogo (Offal+Matoke),8,6,2,25.0,"3,500","21,000","13,440","3,360","7,560",0,0,0,2.8,0,0,0,1.2,0.4,0,0,0,0,0
2024-12-22,Sunday,Xmas_Break,TRUE,Chips & Eggs,9,7,2,22.2,"4,500","31,500","17,010","3,780","14,490",0,0,0.7,0,0,0,0,0,0,3.1,14,0,0,0
2024-12-22,Sunday,Xmas_Break,TRUE,Rolex,16,13,3,18.8,"2,500","32,500","15,200","2,850","17,300",0,0,0,0,0,0,0,0,0,0,16,1.9,0.8,0.6
2024-12-23,Monday,Xmas_Break,FALSE,Posho & Beans,47,45,2,4.3,"3,000","135,000","63,450","2,700","71,550",11.8,7,0.9,0,0,0,0,0,0,0,0,0,0,0
2024-12-23,Monday,Xmas_Break,FALSE,Matooke & Groundnut Stew,45,38,7,15.6,"4,000","152,000","90,000","14,000","62,000",0,0,1.3,18,4.5,0,0,0,0,0,0,0,0,0
2024-12-23,Monday,Xmas_Break,FALSE,Rice & Chicken,34,28,6,17.6,"6,000","168,000","112,200","19,800","55,800",0,0,1.4,0,0,6.8,6.1,0,0,0,0,0,0,0
2024-12-23,Monday,Xmas_Break,FALSE,Katogo (Offal+Matoke),27,25,2,7.4,"3,500","87,500","45,360","3,360","42,140",0,0,0,9.4,0,0,0,4,1.4,0,0,0,0,0
2024-12-23,Monday,Xmas_Break,FALSE,Chips & Eggs,32,27,5,15.6,"4,500","121,500","60,480","9,450","61,020",0,0,2.6,0,0,0,0,0,0,11.2,48,0,0,0
2024-12-23,Monday,Xmas_Break,FALSE,Rolex,63,52,11,17.5,"2,500","130,000","59,850","10,450","70,150",0,0,0,0,0,0,0,0,0,0,63,7.6,3.2,2.5
2024-12-24,Tuesday,Xmas_Break,FALSE,Posho & Beans,57,44,13,22.8,"3,000","132,000","76,950","17,550","55,050",14.2,8.5,1.1,0,0,0,0,0,0,0,0,0,0,0
2024-12-24,Tuesday,Xmas_Break,FALSE,Matooke & Groundnut Stew,42,38,4,9.5,"4,000","152,000","84,000","8,000","68,000",0,0,1.3,16.8,4.2,0,0,0,0,0,0,0,0,0
2024-12-24,Tuesday,Xmas_Break,FALSE,Rice & Chicken,34,27,7,20.6,"6,000","162,000","112,200","23,100","49,800",0,0,1.4,0,0,6.8,6.1,0,0,0,0,0,0,0
2024-12-24,Tuesday,Xmas_Break,FALSE,Katogo (Offal+Matoke),29,23,6,20.7,"3,500","80,500","48,720","10,080","31,780",0,0,0,10.1,0,0,0,4.3,1.5,0,0,0,0,0
